Age,Balance,IsActiveMember,Surname,Geography,Gender,Exited
41,92805.72,1,Johnson,Germany,Female,1
22,0.0,1,Yeh,France,Male,1
39,135309.36,0,Marshall,Germany,Male,1
74,128917.84,1,Kao,Spain,Female,0
52,56580.93,0,Browne,France,Female,1
42,131390.75,0,Taylor,Germany,Male,0
37,0.0,0,Gibbons,Spain,Male,0
41,0.0,0,Nott,France,Male,0
61,97361.66,1,Lei,Germany,Female,1
42,0.0,0,Alexeeva,France,Female,1
59,0.0,1,Sheets,Spain,Male,0
29,0.0,1,Tokaryev,Spain,Male,0
34,0.0,0,Ts'ui,France,Female,0
57,0.0,1,Johnston,France,Male,0
29,102714.65,0,Kung,Germany,Female,0
34,67816.72,1,Unwin,France,Female,0
51,81710.46,1,Hsueh,France,Male,0
26,75237.54,1,Hao,France,Male,0
28,124023.18,0,L?,Germany,Male,0
46,100727.5,1,Frater,Germany,Female,1
46,107238.85,0,Brennan,France,Female,0
24,0.0,0,Pisani,France,Male,0
29,139994.66,0,Golubev,France,Female,0
59,126224.87,1,Vanmeter,Spain,Female,0
51,145751.03,0,Hs?,Germany,Female,1
47,0.0,1,Scott,France,Male,1
25,121166.89,1,Crawford,Spain,Female,0
38,0.0,1,P'eng,Spain,Female,0
88,0.0,1,Rearick,Spain,Male,0
63,70655.48,0,Genovesi,France,Male,1
41,129901.21,0,Glenny,Germany,Male,1
40,125470.81,1,Marks,France,Male,0
53,169406.33,1,Fleming,France,Female,1
32,0.0,1,Davison,France,Male,0
40,107041.3,1,Chibuzo,Germany,Male,0
32,95153.77,1,Wilson,Spain,Female,0
32,145166.09,0,Endrizzi,Germany,Male,0
27,0.0,0,Yuryeva,France,Female,0
38,65962.63,1,Ugochukwu,France,Male,0
36,140418.81,1,Lo Duca,Germany,Male,1
31,139799.63,1,Gallo,Spain,Female,0
49,171787.84,0,Trout,Germany,Male,0
38,149238.97,1,Morley,France,Male,0
57,163146.46,0,Chou,Germany,Female,1
37,0.0,0,Shao,France,Female,1
32,0.0,0,Trentino,France,Male,0
38,61482.47,1,Mazzanti,Germany,Female,0
41,145150.28,0,Endrizzi,France,Female,1
41,126670.37,0,Monaldo,France,Female,0
40,84390.8,1,Otutodilinna,France,Female,0
37,89728.86,1,Allen,Germany,Male,0
57,0.0,0,Milne,France,Female,0
40,118628.8,0,Somadina,Spain,Male,0
37,0.0,0,Chieloka,France,Male,0
39,96863.13,1,Chukwuebuka,France,Male,0
38,142263.45,1,Chioke,France,Female,0
36,0.0,0,Kovalev,Spain,Female,0
32,0.0,0,Doherty,France,Female,0
21,0.0,0,Baranov,Spain,Female,0
28,122724.37,1,Rossi,France,Male,0
35,174902.26,0,Robinson,Germany,Female,0
26,0.0,1,Bidencope,Spain,Female,0
31,108914.17,1,T'ien,Germany,Female,1
23,98052.66,1,De Bernales,Spain,Male,0
46,123873.19,1,Wade,France,Male,0
56,111920.13,0,Chung,Germany,Female,1
45,0.0,1,Stevenson,France,Female,0
20,0.0,1,Chienezie,France,Male,0
37,0.0,1,Cashin,France,Male,0
37,75150.34,1,Seppelt,France,Female,1
38,0.0,0,Brownless,France,Male,0
38,114753.76,0,McDonald,Germany,Female,0
32,0.0,0,Mamelu,France,Male,0
32,111871.93,0,McGregor,France,Female,0
45,0.0,0,McDonald,Spain,Female,0
37,135927.06,0,Crawford,Germany,Female,0
44,0.0,1,Feng,Spain,Male,0
33,0.0,0,Genovese,France,Male,0
46,57037.74,1,Pirozzi,France,Male,0
50,0.0,0,Gibbs,France,Female,1
52,79468.96,1,Milne,France,Female,0
34,121063.85,0,Dickson,Germany,Female,0
51,118537.47,1,O'Connor,France,Male,0
39,0.0,0,McGuirk,France,Male,0
26,105082.07,0,Toscani,Germany,Female,0
40,0.0,0,Ruth,France,Male,1
36,0.0,1,Hughes,France,Female,0
36,104702.65,0,Onyekaozulu,Germany,Male,0
50,95813.76,1,Aksenov,France,Female,1
62,167026.61,1,K'ung,Spain,Female,0
61,102453.26,0,Meng,Germany,Male,1
25,148045.45,1,Nwoye,Germany,Male,0
35,0.0,0,Calabresi,France,Male,0
24,0.0,0,Milano,France,Female,0
52,0.0,1,Kirby,Spain,Male,1
34,104498.79,1,Ho,France,Male,0
29,0.0,0,Chukwuemeka,Spain,Female,0
42,0.0,1,Hale,France,Male,0
26,149542.52,1,K?,France,Male,0
29,87946.39,1,Rice,France,Female,0
45,68639.57,0,Brown,France,Female,1
47,148826.32,1,Sagese,Germany,Male,0
60,0.0,1,Aksyonova,France,Female,0
61,108166.09,1,Findlay,France,Male,0
35,103214.71,0,Walker,Germany,Female,0
40,134760.21,0,Hao,Germany,Male,1
58,0.0,1,Hammer,France,Male,1
33,90124.64,0,Abbott,France,Female,0
38,0.0,1,Lucas,Spain,Male,0
46,87361.02,0,Davydova,Germany,Female,1
45,111257.59,0,West,Germany,Female,1
61,131583.59,1,Smith,France,Female,1
41,95020.8,1,Mai,Germany,Male,1
24,0.0,1,Fiorentino,Spain,Female,0
34,80242.37,0,Freeman,Germany,Male,0
43,0.0,1,Nkemjika,France,Female,0
50,0.0,1,Ramos,France,Male,1
59,122661.39,1,Mario,Spain,Female,0
50,0.0,1,Chien,France,Male,1
36,0.0,1,Dubinina,France,Female,1
42,0.0,0,Wang,France,Male,0
53,0.0,1,Hsieh,France,Female,0
46,81742.84,0,Moran,Spain,Female,0
71,0.0,1,Hung,Spain,Male,1
30,145127.85,0,Moss,Spain,Male,0
38,148912.44,0,Fedorova,France,Male,0
41,0.0,1,Li,Spain,Female,0
26,89900.24,0,Nebechi,France,Male,0
30,119027.28,1,Obialo,Germany,Female,0
40,105222.86,0,Bateson,Germany,Female,0
30,0.0,0,Long,Spain,Female,1
34,116114.93,1,Nelson,Spain,Male,0
58,187911.55,1,Bell,France,Female,0
27,0.0,1,Udinese,France,Female,0
38,144432.04,1,Mao,France,Female,1
50,77065.9,1,Fanucci,France,Female,0
29,180520.29,1,Yeh,Germany,Female,0
42,0.0,0,Onuoha,France,Male,0
47,130024.87,1,Moore,Germany,Female,1
40,110086.69,0,Thornton,Germany,Female,0
31,174853.46,0,Warlow-Davies,Spain,Female,0
44,108724.98,1,Champion,France,Male,0
58,91285.13,1,Mazzanti,France,Male,0
40,0.0,1,Macleod,Spain,Male,0
51,110610.41,1,Lei,Germany,Female,1
54,102994.04,0,Lucchese,Germany,Male,1
36,59893.85,0,Lombardo,Spain,Male,0
29,149318.55,0,William,Germany,Male,0
32,116409.55,1,Wright,France,Female,0
30,127760.07,0,Ozoemena,Germany,Male,1
38,132591.36,1,Boyle,Germany,Female,1
31,0.0,0,Chinwendu,France,Male,0
46,113402.14,1,Uwaezuoke,France,Female,0
31,0.0,0,Archambault,France,Female,0
40,0.0,0,Ko,France,Male,0
28,0.0,1,Udegbulam,France,Male,0
50,136953.47,1,Greene,France,Male,0
33,0.0,1,Hunter,France,Male,0
32,0.0,1,Blinova,France,Male,0
44,123863.64,0,De Garis,France,Male,0
22,120811.89,1,Okwudiliolisa,Spain,Male,0
38,148430.55,1,Ts'ai,Germany,Male,0
40,47869.69,1,Tuan,Germany,Male,0
53,150926.99,0,Tseng,Germany,Male,0
47,103163.35,0,Holmwood,Germany,Female,1
29,130206.28,0,Thompson,France,Male,0
28,136674.51,0,Y?,France,Female,0
40,200322.45,1,Chidubem,Spain,Female,0
48,0.0,1,Trevisani,Spain,Male,0
62,80927.56,1,Hsiung,Spain,Male,0
24,0.0,0,Randall,France,Female,1
41,0.0,1,Leach,Spain,Female,0
28,142574.71,0,Godfrey,Germany,Male,0
34,160426.07,1,Wallace,Germany,Female,0
25,116160.23,0,Wei,France,Male,0
34,98683.47,0,Mitchell,Spain,Female,0
32,118829.03,1,Light,France,Male,0
31,118870.92,0,Capon,France,Male,0
32,0.0,1,Hou,France,Male,0
46,0.0,1,Rowe,France,Female,0
38,107192.38,1,Holloway,France,Male,0
42,108010.78,1,O'Sullivan,France,Male,0
34,0.0,0,Udinesi,Spain,Male,0
26,129837.72,1,Nwebube,France,Male,0
58,106458.31,0,Chibueze,Germany,Female,1
63,97009.15,1,Walker,France,Male,0
35,122929.42,0,Gregory,Spain,Male,0
45,152296.83,1,Kuo,Germany,Male,1
30,0.0,0,Wilson,France,Female,0
49,0.0,0,Lanford,Spain,Male,1
35,128993.76,0,Meng,France,Male,0
36,0.0,0,Yeh,France,Female,0
27,185267.45,1,Onwuatuegwu,Germany,Male,0
28,0.0,0,Goliwe,France,Female,0
29,116805.82,0,Anthony,Spain,Female,0
29,129750.68,0,Scott,Germany,Male,0
29,129177.01,1,Genovese,Germany,Female,0
25,82506.72,0,Onyeorulu,Germany,Male,0
48,107247.69,1,Myers,Germany,Male,1
42,0.0,0,Davey,Spain,Female,1
36,157780.93,0,Parsons,Germany,Female,0
35,172170.36,1,Chikere,France,Male,0
48,0.0,1,Hs?eh,Spain,Male,0
41,0.0,1,Sal,France,Male,0
42,75361.44,0,Ts'ai,Spain,Female,1
27,0.0,1,Witt,France,Female,0
30,0.0,1,Skelton,Spain,Male,0
29,98263.46,0,Kazantseva,France,Female,0
43,0.0,1,Bowhay,France,Male,0
40,109308.79,0,Beyer,Germany,Female,1
31,0.0,0,Fries,Spain,Female,0
28,164365.44,1,Tao,Germany,Female,0
22,98800.0,0,Kaodilinakachukwu,Spain,Female,0
27,193125.85,1,Ni,France,Male,0
27,51522.75,1,Hsueh,France,Male,0
23,84284.48,1,Connely,France,Male,0
39,0.0,0,Becker,Spain,Female,0
51,119889.84,0,Clayton,France,Male,1
21,137910.45,1,Connolly,France,Male,0
37,0.0,0,Graham,France,Female,0
33,100116.82,0,Ch'ien,France,Male,0
40,166082.15,1,Manfrin,Germany,Male,0
38,0.0,0,Kuo,France,Female,0
26,0.0,0,Fomin,Spain,Male,0
44,148595.55,0,Chamberlain,France,Male,1
53,94078.97,0,Barber,Germany,Male,0
34,0.0,1,Zimmer,Spain,Female,0
29,0.0,1,Brazenor,France,Male,0
40,164948.98,0,Cocci,Germany,Male,1
62,140549.4,0,Caldwell,France,Female,1
44,152509.25,1,Yirawala,France,Female,0
28,191864.51,0,Donaldson,France,Female,1
44,96418.09,0,Ozerova,France,Female,1
32,131945.94,1,Bruce,Spain,Male,0
29,0.0,1,Kang,France,Male,0
30,142910.15,0,Rossi,Germany,Male,1
37,0.0,1,Ts'ai,France,Female,0
35,146311.58,1,Moran,France,Male,0
52,87894.26,0,Jennings,France,Male,1
19,97445.49,0,Tokareva,France,Female,0
64,0.0,1,Pagnotto,France,Female,1
35,0.0,1,Castella,Spain,Male,0
34,154485.74,0,Du Cane,France,Male,0
50,115625.07,0,Ferguson,France,Male,0
25,108396.67,0,Odinakachukwu,France,Male,0
38,65095.41,1,Woronoff,Germany,Male,0
43,103018.45,0,Meng,Germany,Male,1
38,84764.79,1,Sinclair,France,Female,0
38,0.0,0,Hsu,France,Female,0
35,115680.81,1,Panicucci,Spain,Female,0
39,0.0,0,Burns,France,Female,0
36,73088.06,0,Onodugoadiegbemma,Germany,Male,0
27,150905.03,0,Darling,Germany,Female,0
23,143054.85,1,Maggard,Spain,Female,0
28,0.0,0,Thomas,Spain,Female,0
60,0.0,1,Lettiere,France,Male,0
42,99948.45,1,Ponomaryov,Germany,Female,0
44,115451.05,0,Oliver,France,Male,0
32,108235.91,1,Chienezie,Germany,Male,0
38,0.0,1,Mao,France,Male,1
42,98795.61,0,Ho,Spain,Male,0
37,0.0,0,Lucchese,France,Female,0
31,0.0,0,Prokhorova,France,Male,0
34,0.0,1,Alekseyeva,France,Male,0
29,113146.98,1,Blacklock,Germany,Male,0
39,162532.14,0,Sazonova,Germany,Female,1
40,92053.44,1,Henty,Spain,Female,0
48,0.0,1,Li,France,Male,0
28,0.0,0,Azuka,France,Female,1
29,104944.1,1,Alexander,Germany,Female,0
31,0.0,0,Brock,France,Male,0
31,0.0,0,Shen,France,Female,0
30,107879.04,1,Padovesi,France,Female,0
46,110356.42,0,Bulgakov,Germany,Male,1
27,0.0,0,Mazzanti,France,Male,0
34,109783.69,0,Lord,Spain,Female,0
22,149777.0,1,Ramos,France,Male,0
38,104339.56,0,Pai,France,Female,0
21,85818.18,1,Yuan,Spain,Female,0
37,212692.97,0,Mao,France,Male,0
37,89696.84,1,Uspenskaya,Germany,Male,0
28,0.0,1,Powell,France,Female,0
32,68067.24,0,Brown,Germany,Female,0
67,148564.66,1,Poole,Spain,Male,0
55,136354.16,1,McChesney,France,Female,0
38,122214.0,1,Lucchese,France,Male,0
45,0.0,1,Clements,France,Male,0
70,119684.88,1,Yuriev,Germany,Male,0
39,135139.33,1,Endrizzi,France,Female,0
42,146100.75,0,Pan,Germany,Female,1
56,123110.9,1,Manfrin,Spain,Female,1
44,111760.4,1,Kennedy,Germany,Female,1
32,110728.39,1,Conway,France,Female,0
41,121558.46,1,Lablanc,France,Female,0
38,120623.21,0,Dodd,Germany,Female,0
58,114713.57,1,Muir,France,Female,0
37,103457.76,0,Milanesi,Germany,Female,0
57,101134.87,1,Shen,Germany,Male,0
46,78136.36,1,Dillon,Germany,Male,0
23,0.0,0,Hoelscher,France,Male,0
30,133446.34,0,Bell,Spain,Male,0
33,0.0,1,Liao,France,Female,0
48,108076.33,0,Udokamma,Germany,Female,1
32,131354.25,0,Sinnett,France,Male,0
37,62974.64,1,Palerma,Germany,Female,0
30,143340.44,0,Chimaijem,Germany,Female,0
36,116993.43,0,Porter,Germany,Male,0
31,58662.92,1,Fan,France,Male,0
41,128808.65,0,Palmer,Spain,Male,1
45,137555.44,0,Younger,France,Male,0
34,142393.11,1,Burke,Germany,Male,0
38,0.0,0,Nwagugheuzo,France,Female,0
41,125785.23,1,Young,France,Female,0
22,136444.25,0,Watson,France,Male,1
38,121527.4,0,Tseng,Spain,Male,0
52,144696.75,1,Drake,Germany,Male,0
36,0.0,1,Hanna,France,Male,0
35,0.0,1,Padovesi,France,Female,0
48,128140.17,0,Loftus,Germany,Male,1
25,120383.41,1,Buccho,France,Male,0
57,0.0,1,Lorenzo,France,Female,1
42,129735.3,1,Ibezimako,France,Male,0
31,185078.26,0,Wei,Spain,Female,1
28,0.0,0,Ross,France,Female,0
42,0.0,1,Oluchukwu,France,Male,0
31,0.0,1,Walker,Spain,Male,0
29,144591.96,1,Wu,France,Male,0
45,0.0,0,Chidalu,France,Female,1
36,0.0,0,Ingram,France,Male,0
37,0.0,0,Ch'en,France,Male,0
68,100194.44,1,Iredale,Germany,Male,0
50,145295.31,1,Gallagher,Germany,Male,0
28,106070.29,1,Padilla,Germany,Male,0
47,120621.89,1,Potter,Germany,Female,0
38,0.0,1,Mao,France,Male,0
36,0.0,1,Schneider,France,Male,0
30,0.0,1,Ibragimova,France,Male,0
27,171283.91,1,Huang,Germany,Female,0
26,0.0,1,Anderson,France,Male,0
38,128218.47,0,Nakayama,Germany,Female,1
32,0.0,1,Gardener,France,Female,0
28,77776.39,0,Aksenova,Germany,Male,0
72,124978.19,1,Milne,Germany,Female,0
29,0.0,0,Onwumelu,France,Male,0
28,0.0,1,Kudryashova,France,Female,0
51,109799.55,1,Hart,Spain,Male,1
39,0.0,0,Teng,France,Male,0
61,125397.21,0,Kruglova,Germany,Female,1
71,0.0,1,Palerma,Spain,Female,0
38,111347.37,1,Brookes,Germany,Male,0
40,104291.41,1,Hsing,Spain,Male,0
61,94867.18,1,Shaffer,Germany,Female,1
24,0.0,0,Laurie,France,Male,0
33,135703.59,0,Chung,France,Female,0
37,106453.53,1,Whitfield,Germany,Female,0
43,132412.38,0,Thomas,France,Male,1
40,124401.6,0,Rioux,Germany,Female,1
46,118022.06,0,Osonduagwuike,France,Male,1
39,82531.11,0,Matveyev,Germany,Male,0
44,184552.12,0,Hayward,Spain,Male,1
39,127278.31,1,Nkemdirim,Germany,Male,0
66,0.0,1,Brim,Spain,Female,0
45,0.0,1,Trevisano,France,Female,0
23,184244.86,0,Soubeiran,Germany,Male,0
52,59669.43,0,Wilson,France,Male,1
25,79543.59,1,Helena,France,Female,0
39,151553.19,1,Duncan,France,Female,0
27,166527.88,1,Hale,Germany,Male,0
28,150329.15,0,Macdonald,Germany,Male,0
43,121911.59,0,McKay,France,Male,0
51,156773.78,0,Chiekwugo,France,Male,0
29,127864.26,1,Skinner,Spain,Male,0
53,113709.28,1,Sorokina,France,Male,1
43,79974.55,1,Weller,Germany,Female,0
44,0.0,1,Bess,France,Female,0
51,0.0,0,MacDonald,France,Female,1
38,0.0,0,Gray,Spain,Male,1
33,144427.96,0,Ogbonnaya,France,Male,0
42,99263.09,1,Udegbulam,France,Male,0
32,79368.87,1,Mai,France,Female,0
30,0.0,1,Yeh,France,Female,0
34,0.0,1,Babbage,Spain,Female,0
28,0.0,1,Franklin,France,Male,0
52,125095.94,0,Randell,France,Female,1
40,162485.8,0,Paterson,Germany,Female,0
37,95668.82,0,Pickering,Germany,Male,0
25,0.0,0,Uspensky,France,Male,0
30,0.0,1,Macleod,Spain,Female,0
37,0.0,0,Nnaife,France,Male,0
34,74197.38,0,Randolph,France,Female,0
31,89688.94,1,Kudryashova,France,Female,0
33,103121.33,1,George,Spain,Female,0
34,0.0,0,Robertson,Spain,Female,0
59,120170.07,1,Yuryeva,Germany,Female,0
32,149136.31,1,Hurst,France,Male,0
40,141136.79,1,Ch'iu,France,Male,0
43,152341.55,0,King,France,Female,0
36,120026.98,1,Esposito,France,Male,0
33,132168.28,0,Fraser,Spain,Male,0
43,85200.82,1,Trentini,Germany,Male,0
53,84903.33,1,Nicholls,Spain,Male,0
32,0.0,0,Montalvo,France,Female,0
20,0.0,1,Tien,France,Male,0
40,0.0,0,Chuang,Spain,Male,0
30,121535.18,0,Fang,France,Male,0
35,116662.96,1,Kosisochukwu,Spain,Male,0
60,0.0,1,Young,France,Male,0
49,124829.16,1,Scott,Germany,Female,0
36,155180.56,0,Yeh,Spain,Female,0
32,108262.87,1,Vigano,Germany,Female,0
40,0.0,0,Windradyne,Spain,Male,0
38,0.0,0,Curnow,France,Male,0
48,0.0,1,Ugonna,Spain,Male,1
38,99812.88,1,De Neeve,Germany,Male,0
35,132164.26,1,Ricci,France,Male,0
45,103583.05,0,Nnaife,Germany,Male,1
39,142406.43,0,Ebelechukwu,Germany,Male,0
38,99842.5,0,Keating,Spain,Male,1
41,0.0,1,Tuan,France,Female,0
41,0.0,0,Shearston,France,Male,0
39,81042.42,1,Tien,France,Female,0
48,0.0,0,Hamilton,France,Female,1
40,0.0,1,Arnold,France,Male,0
53,199689.49,1,Ting,France,Male,1
33,142645.43,0,Chao,France,Male,0
75,0.0,1,Powell,Spain,Female,0
45,110219.14,0,Williams,Germany,Female,1
51,0.0,1,Cheng,Spain,Male,0
25,0.0,0,Zhdanova,France,Male,0
32,0.0,0,Tsai,Spain,Male,0
45,142072.02,0,Nebechukwu,France,Male,0
25,0.0,0,Fetherstonhaugh,France,Female,0
33,149564.61,0,Ojiofor,Germany,Male,0
43,0.0,0,Severson,France,Female,0
37,153366.13,1,Speight,Germany,Male,0
21,76467.16,1,Greenwalt,France,Male,0
26,121508.28,1,Grover,France,Female,0
27,0.0,1,Milani,Spain,Female,0
36,73211.12,0,Akobundu,Spain,Male,1
22,0.0,0,Anderson,France,Male,0
55,0.0,1,Chien,France,Female,0
38,92674.94,0,Kennedy,Spain,Male,0
52,96196.24,0,Castiglione,Spain,Male,1
36,114391.62,1,Marshall,Germany,Female,0
32,80262.66,0,Duncan,Germany,Male,0
33,173331.52,0,Uspenskaya,Spain,Female,0
35,147285.52,1,Thomson,Spain,Female,0
67,119785.47,1,Calabrese,Spain,Male,0
36,140137.15,0,Herrera,Spain,Female,0
52,107467.56,0,Muse,Germany,Female,1
37,98218.04,0,Marsden,Germany,Female,1
35,133607.75,1,Artemyeva,Germany,Female,0
37,0.0,1,McKay,France,Male,0
38,95139.41,1,Chuang,France,Female,0
29,0.0,1,Nicholls,France,Female,0
42,0.0,0,Dennis,Spain,Male,0
37,0.0,0,Knight,France,Female,0
26,97331.19,0,Webb,Germany,Female,0
37,139265.63,1,Pugliesi,Germany,Male,0
31,0.0,1,Nebechukwu,France,Female,0
34,168094.01,0,Ward,Spain,Male,0
30,131563.88,0,Nixon,Germany,Female,0
44,0.0,0,Chidubem,France,Male,0
50,0.0,0,Rivers,France,Male,0
31,0.0,1,Sochima,France,Male,0
47,107363.29,1,Heydon,Germany,Male,0
33,94493.03,1,Lombardo,France,Female,0
29,170214.23,0,Holland,Germany,Female,0
52,139781.06,0,Tien,France,Male,1
35,0.0,0,Bryant,France,Female,0
26,148610.41,1,Hao,Spain,Female,1
73,170241.7,1,Genovesi,France,Male,0
33,128306.83,1,Kovalev,France,Female,0
47,0.0,1,Hsieh,France,Female,0
35,0.0,1,Debellis,France,Female,0
32,175454.0,1,Chibueze,Germany,Male,0
41,0.0,0,Padovano,Spain,Male,0
22,100885.93,1,Yen,France,Female,0
69,93320.8,1,Kibble,France,Male,0
38,63176.44,1,Lori,Germany,Male,0
33,139451.67,0,Enemuo,France,Male,0
52,49113.75,0,Lu,France,Female,0
32,123906.22,1,Nebeolisa,Germany,Male,1
40,0.0,1,Stewart,France,Female,0
28,0.0,0,Ward,France,Male,0
52,131441.51,0,Milanesi,Germany,Female,1
56,0.0,0,Chikwado,France,Male,1
57,136325.48,1,Douglas,France,Male,1
38,113150.44,0,Sal,Germany,Female,1
42,0.0,0,Douglas,Spain,Female,0
33,0.0,1,Yates,France,Female,0
46,102785.16,1,Watt,Germany,Female,0
34,83264.28,0,P'an,Spain,Male,0
41,72252.64,1,H?,Germany,Male,0
29,148051.52,0,Perry,Germany,Female,0
76,138489.66,1,Lavrov,France,Female,0
63,0.0,1,Chiekwugo,France,Male,0
32,111589.33,1,Macdonald,France,Male,0
39,122104.79,0,Jenkins,Germany,Female,1
32,96106.83,1,Korovina,Germany,Male,0
42,115930.87,0,Manning,Germany,Male,0
37,124513.66,0,Wilson,Germany,Female,0
54,0.0,0,Begum,France,Female,1
46,0.0,0,Ingrassia,Spain,Male,0
33,0.0,1,Maclean,France,Male,1
35,100988.39,0,Olejuru,Spain,Male,0
44,118577.24,1,Enyinnaya,France,Male,0
28,0.0,0,Watson,Spain,Male,0
27,0.0,1,Langdon,France,Male,0
39,0.0,1,Frolov,France,Female,1
28,0.0,1,Chikezie,Spain,Female,0
26,0.0,1,Zetticci,Spain,Female,0
42,113311.11,1,Yang,France,Female,0
41,0.0,0,Lin,France,Female,0
32,0.0,0,Goddard,France,Male,0
20,124365.42,0,Rogers,Germany,Male,1
42,147249.29,1,Zubareva,France,Male,0
36,103688.19,1,Onochie,France,Male,0
29,138740.24,0,Ts'ui,France,Female,0
39,111900.14,1,Newsom,Spain,Male,0
37,152760.24,1,Genovese,Spain,Female,0
31,143966.3,1,Thorpe,Germany,Male,1
51,141556.96,0,Horton,France,Male,0
43,0.0,1,Williamson,France,Female,0
33,0.0,0,Shoobridge,France,Female,0
46,0.0,1,Peng,France,Female,0
30,0.0,0,Gray,France,Male,0
41,0.0,1,Watson,France,Female,1
29,0.0,1,Fyodorova,France,Male,0
25,162560.32,0,Bazhenov,France,Male,0
29,123229.46,0,Solomon,Germany,Female,0
31,76665.71,1,Layh,Spain,Male,0
38,140278.99,1,John,France,Male,1
51,0.0,1,Tuan,France,Female,0
46,115764.32,0,Slattery,France,Male,0
36,131142.53,0,Onyekachi,Germany,Male,0
45,68375.27,0,Genovese,France,Male,1
39,117833.3,0,Daniels,Germany,Female,1
36,0.0,1,Caldwell,Spain,Female,0
34,0.0,0,Chiemenam,France,Male,0
45,0.0,1,Wanliss,France,Male,1
30,111093.01,0,Bruce,Spain,Male,0
42,132657.55,0,Wright,Spain,Male,0
56,128882.49,1,Fang,France,Female,1
59,69129.59,1,Eames,Germany,Male,0
37,0.0,1,Sutherland,France,Male,0
39,121404.64,1,Cavenagh,France,Male,0
45,131355.3,0,Dumetolisa,Spain,Female,1
35,102097.33,1,Mackay,France,Female,0
40,154863.15,1,Dellucci,France,Male,0
41,99945.93,0,Kenyon,Spain,Female,0
39,121704.32,0,Parry,Germany,Male,0
43,0.0,0,Kennedy,Spain,Female,0
35,138782.76,1,Arnott,Germany,Male,0
35,0.0,1,Hanson,France,Male,0
30,136291.71,0,T'ao,France,Male,0
42,107856.57,0,Shen,Germany,Male,0
26,108348.66,0,Steere,Germany,Female,1
47,93871.95,0,Abbott,France,Male,1
45,0.0,0,Sutherland,Spain,Female,1
19,125860.2,0,Thurgood,Germany,Male,0
49,172713.44,0,Johnson,France,Male,0
51,0.0,1,Lung,France,Female,0
59,0.0,1,Cocci,Spain,Female,0
39,130786.92,1,Matveyeva,France,Female,0
29,112367.34,0,Moore,France,Female,0
45,91091.06,0,Yobachukwu,Spain,Female,0
26,106198.5,1,Fleming,France,Female,0
47,142669.93,0,Dickinson,France,Male,0
33,112833.35,1,Evseyev,France,Male,0
40,0.0,1,Aksenov,France,Female,0
43,0.0,1,Fleming,Spain,Female,0
32,104336.43,0,Ulyanov,Germany,Female,0
55,104305.74,1,Summers,France,Male,0
47,140187.1,1,Clements,Germany,Male,0
39,0.0,0,Kazakova,France,Male,0
45,114959.12,0,Pirozzi,France,Female,1
33,164704.38,1,Jamieson,France,Male,1
62,119096.55,1,Ferri,France,Male,0
31,0.0,1,Mai,France,Male,0
47,0.0,0,Hannaford,France,Male,1
30,0.0,0,Fomin,Spain,Male,0
41,115465.28,0,Mahon,France,Female,0
27,0.0,0,Shaw,France,Female,0
43,184926.61,0,Volkova,Spain,Male,0
43,85957.88,0,Miles,Germany,Male,0
32,114084.6,1,Madison,France,Male,0
29,166930.76,0,Scott,Spain,Female,0
27,0.0,0,Voss,France,Female,0
29,0.0,1,Colebatch,France,Male,0
38,107193.82,0,Wilson,France,Female,0
36,116275.12,1,T'ang,France,Male,0
27,0.0,1,Gibson,Spain,Female,0
39,91068.56,0,Hs?eh,France,Male,0
41,123049.21,1,Pan,Germany,Male,0
39,0.0,1,Chikelu,France,Female,0
40,0.0,0,Allan,France,Male,0
42,137781.65,0,Yefremova,France,Female,0
48,108128.96,1,Chuang,Germany,Female,0
39,105317.73,0,Fan,Spain,Male,0
20,80569.73,0,Dellucci,France,Male,0
22,174852.89,1,Garran,France,Female,0
45,89158.94,0,Moretti,Spain,Female,1
85,0.0,1,Yao,France,Female,0
36,89800.14,1,Lucchesi,France,Male,0
45,101207.75,0,Nkemdilim,Germany,Male,1
43,106086.42,0,Anderson,France,Male,0
21,0.0,1,Sagese,France,Male,0
47,0.0,0,Rubensohn,France,Male,0
26,101440.36,1,Baldwin,Spain,Female,0
38,0.0,0,Iqbal,France,Male,0
34,106603.74,1,Monaldo,France,Male,0
29,130420.2,0,Mahon,Germany,Female,0
38,0.0,0,Muir,France,Female,0
29,45022.23,1,Burns,Spain,Male,0
27,74298.43,1,Dyer,Germany,Male,0
31,133003.03,1,Lyons,Germany,Female,1
48,0.0,1,H?,Spain,Male,0
37,136689.66,0,Gardiner,Spain,Female,0
32,0.0,1,Cameron,France,Male,0
44,0.0,1,Chapman,France,Female,1
53,102520.37,1,Taylor,France,Male,0
35,0.0,1,Namatjira,France,Male,0
34,0.0,0,He,France,Female,0
67,88382.01,1,Leibius,Spain,Male,0
44,115049.15,0,White,France,Male,0
58,104796.54,1,Wall,France,Male,0
33,123082.08,0,Moretti,France,Male,0
58,0.0,1,Patterson,Spain,Female,0
33,0.0,0,Coppin,France,Female,0
43,0.0,1,Tsao,France,Female,0
33,88311.48,1,Kao,Germany,Male,0
40,0.0,1,Stewart,France,Female,0
32,71872.19,1,Tuan,France,Male,0
35,110046.93,0,Barnes,Spain,Male,0
42,104430.08,1,Sun,France,Male,0
28,0.0,0,Fallaci,France,Female,0
31,138653.51,0,Buccho,Germany,Male,0
31,102575.04,1,Tien,France,Female,0
